,"Hong Kong (HKD)",,"Portugal (EUR)",,"Honduras (USD)",,"Paraguay (USD)",,"Croatia (HRK)",,"Hungary (HUF)",,"Qatar (QAR)",,"Indonesia (IDR)",,"Ireland (EUR)",,"Israel (ILS)",,"United Arab Emirates (AED)",,"Afghanistan (USD)",,"India (INR)",,"South Africa (ZAR)",,"Iraq (USD)",,"Iceland (USD)",,"Albania (USD)",,"Italy (EUR)",,"Armenia (USD)",,"Argentina (USD)",,"Austria (EUR)",,"Zambia (USD)",,"Australia (AUD)",,"Romania (RON)",,"Bosnia and Herzegovina (EUR)",,"Barbados (USD)",,"Serbia (EUR)",,"Belgium (EUR)",,"Russia (RUB)",,"Rwanda (USD)",,"Bulgaria (BGN)",,"Bahrain (USD)",,"Japan (JPY)",,"Bolivia (USD)",,"Saudi Arabia (SAR)",,"Brazil (BRL)",,"Sweden (SEK)",,"Singapore (SGD)",,"Slovenia (EUR)",,"Belarus (USD)",,"Slovakia (EUR)",,"Canada (CAD)",,"Congo, Democratic Republic of (USD)",,"El Salvador (USD)",,"Switzerland (CHF)",,"Cote D'Ivoire (USD)",,"South Korea (KRW)",,"Chile (CLP)",,"Cameroon (USD)",,"China (CNY)",,"Colombia (COP)",,"Costa Rica (USD)",,"Kazakhstan (KZT)",,"Thailand (THB)",,"Cyprus (EUR)",,"Czechia (CZK)",,"Tonga (USD)",,"Turkey (TRY)",,"Germany (EUR)",,"Taiwan (TWD)",,"Tanzania (TZS)",,"Denmark (DKK)",,"Lithuania (EUR)",,"Luxembourg (EUR)",,"Latvia (EUR)",,"Dominican Republic (USD)",,"Ukraine (USD)",,"Libya (USD)",,"Morocco (USD)",,"Moldova (USD)",,"Montenegro (EUR)",,"United States (USD)",,"Ecuador (USD)",,"Myanmar (USD)",,"Estonia (EUR)",,"Egypt (EGP)",,"Uruguay (USD)",,"Uzbekistan (USD)",,"Malta (EUR)",,"Maldives (USD)",,"Mexico (MXN)",,"Malaysia (MYR)",,"Spain (EUR)",,"Vietnam (VND)",,"Nigeria (NGN)",,"Nicaragua (USD)",,"Netherlands (EUR)",,"Vanuatu (USD)",,"Norway (NOK)",,"Finland (EUR)",,"Nauru (USD)",,"France (EUR)",,"New Zealand (NZD)",,"Gabon (USD)",,"United Kingdom (GBP)",,"Georgia (USD)",,"Greece (EUR)",,"Guatemala (USD)",,"Panama (USD)",,"Kosovo (EUR)",,"Peru (PEN)",,"Philippines (PHP)",,"Pakistan (PKR)",,"Poland (PLN)",
Franja 69,"1388.00","971.60","199.99","113.82","174.99","122.50","174.99","122.50","1499.99","839.99","62990","34719","649.99","454.99","2799000","1781182","199.99","115.70","619.90","433.93","649.99","433.33","174.99","122.50","15500.00","8977.92","3299.99","2008.69","174.99","122.50","209.99","118.54","209.99","122.49","199.99","112.60","209.99","122.49","174.99","122.50","199.99","116.66","174.99","122.50","269.99","171.81","879.99","517.64","199.99","119.65","209.99","125.10","199.99","116.66","199.99","115.70","16490.00","9619.17","174.99","122.50","379.99","221.66","174.99","116.66","21000","14700","174.99","122.50","749.99","456.52","979.90","685.93","2095.00","1173.20","248.98","162.88","199.99","114.75","209.99","122.49","199.99","116.66","239.99","167.99","174.99","122.50","174.99","122.50","175.00","113.74","174.99","122.50","219000","139364","149900","88176","174.99","122.50","1148.00","787.61","799900.00","470529.42","174.99","122.50","67990.00","47593.00","5200.00","3640.00","199.99","117.64","4490.00","2597.52","174.99","122.50","1649.99","905.40","199.99","120.68","5690","3680","389900.00","272930.00","1499.00","839.44","199.99","115.70","199.99","119.65","199.99","115.70","174.99","122.50","174.99","122.50","174.99","122.50","174.99","122.50","209.99","122.49","159.99","111.99","174.99","122.50","174.99","122.50","174.99","122.50","199.99","116.66","2899.99","2029.99","174.99","118.58","209.99","127.82","199.99","118.64","174.99","122.50","4499.00","2714.91","729.90","482.01","199.99","115.70","3899000","2729300","62900.00","44030.00","174.99","122.50","199.99","115.70","174.99","122.50","1790.00","1002.40","199.99","112.90","174.99","122.50","199.99","114.99","299.99","182.60","174.99","122.50","174.99","101.47","174.99","122.50","199.99","112.90","174.99","122.50","174.99","122.50","199.99","118.64","579.90","405.93","8790.00","6153.00","26900.00","18830.00","829.99","472.35"
Franja 70,"1448.00","1013.60","209.99","119.51","179.99","126.00","179.99","126.00","1549.99","867.99","64990","35821","679.99","475.99","2999000","1908455","209.99","121.48","639.90","447.93","679.99","453.33","179.99","126.00","15900.00","9209.60","3399.99","2069.56","179.99","126.00","219.99","124.19","219.99","128.33","209.99","118.23","219.99","128.33","179.99","126.00","209.99","122.49","179.99","126.00","279.99","178.18","899.99","529.41","209.99","125.64","219.99","131.06","209.99","122.49","209.99","121.48","16990.00","9910.83","179.99","126.00","399.99","233.33","179.99","119.99","22000","15400","179.99","126.00","779.99","474.78","999.90","699.93","2195.00","1229.20","258.98","169.43","209.99","120.49","219.99","128.33","209.99","122.49","249.99","174.99","179.99","126.00","179.99","126.00","180.00","116.99","179.99","126.00","229000","145727","159900","94059","179.99","126.00","1198.00","821.92","829900.00","488176.48","179.99","126.00","69990.00","48993.00","5500.00","3850.00","209.99","123.52","4790.00","2771.07","179.99","126.00","1699.99","932.83","209.99","126.72","5990","3874","399900.00","279930.00","1549.00","867.44","209.99","121.48","209.99","125.64","209.99","121.48","179.99","126.00","179.99","126.00","179.99","126.00","179.99","126.00","219.99","128.33","164.99","115.49","179.99","126.00","179.99","126.00","179.99","126.00","209.99","122.49","2999.99","2099.99","179.99","121.97","219.99","133.91","209.99","124.57","179.99","126.00","4599.00","2775.26","749.90","495.22","209.99","121.48","3999000","2799300","64900.00","45430.00","179.99","126.00","209.99","121.48","179.99","126.00","1890.00","1058.40","209.99","118.54","179.99","126.00","209.99","120.74","309.99","188.69","179.99","126.00","179.99","104.36","179.99","126.00","209.99","118.54","179.99","126.00","179.99","126.00","209.99","124.57","599.90","419.93","8990.00","6293.00","27900.00","19530.00","849.99","483.73"
Franja 71,"1488.00","1041.60","219.99","125.20","189.99","133.00","189.99","133.00","1599.99","895.99","69990","38577","699.99","489.99","3099000","1972091","219.99","127.27","679.90","475.93","699.99","466.66","189.99","133.00","16900.00","9788.82","3599.99","2191.30","189.99","133.00","229.99","129.83","229.99","134.16","219.99","123.86","229.99","134.16","189.99","133.00","219.99","128.33","189.99","133.00","299.99","190.90","949.99","558.82","219.99","131.62","229.99","137.02","219.99","128.33","219.99","127.27","17990.00","10494.17","189.99","133.00","409.99","239.16","189.99","126.66","23000","16100","189.99","133.00","799.99","486.95","1049.90","734.93","2295.00","1285.20","268.98","175.97","219.99","126.22","229.99","134.16","219.99","128.33","259.99","181.99","189.99","133.00","189.99","133.00","190.00","123.49","189.99","133.00","239000","152091","169900","99941","189.99","133.00","1248.00","856.22","849900.00","499941.18","189.99","133.00","74990.00","52493.00","5700.00","3990.00","219.99","129.41","4990.00","2886.78","189.99","133.00","1799.99","987.71","219.99","132.75","6290","4068","429900.00","300930.00","1599.00","895.44","219.99","127.27","219.99","131.62","219.99","127.27","189.99","133.00","189.99","133.00","189.99","133.00","189.99","133.00","229.99","134.16","169.99","118.99","189.99","133.00","189.99","133.00","189.99","133.00","219.99","128.33","3199.99","2239.99","189.99","128.74","229.99","139.99","219.99","130.50","189.99","133.00","4799.00","2895.95","779.90","515.03","219.99","127.27","4299000","3009300","69900.00","48930.00","189.99","133.00","219.99","127.27","189.99","133.00","1990.00","1114.40","219.99","124.19","189.99","133.00","219.99","126.49","329.99","200.86","189.99","133.00","189.99","110.16","189.99","133.00","219.99","124.19","189.99","133.00","189.99","133.00","219.99","130.50","629.90","440.93","9490.00","6643.00","29900.00","20930.00","899.99","512.19"
Franja 72,"1588.00","1111.60","229.99","130.89","199.99","140.00","199.99","140.00","1699.99","951.99","72990","40231","749.99","524.99","3299000","2099364","229.99","133.05","699.90","489.93","749.99","499.99","199.99","140.00","17900.00","10368.04","3799.99","2313.04","199.99","140.00","239.99","135.48","239.99","139.99","229.99","129.49","239.99","139.99","199.99","140.00","229.99","134.16","199.99","140.00","319.99","203.63","999.99","588.23","229.99","137.60","239.99","142.97","229.99","134.16","229.99","133.05","18990.00","11077.50","199.99","140.00","429.99","250.83","199.99","133.33","24000","16800","199.99","140.00","849.99","517.39","1099.90","769.93","2395.00","1341.20","288.98","189.05","229.99","131.96","239.99","139.99","229.99","134.16","279.99","195.99","199.99","140.00","199.99","140.00","200.00","129.99","199.99","140.00","249000","158455","179900","105824","199.99","140.00","1298.00","890.52","899900.00","529352.95","199.99","140.00","77990.00","54593.00","5900.00","4130.00","229.99","135.29","5290.00","3060.33","199.99","140.00","1899.99","1042.58","229.99","138.79","6590","4262","449900.00","314930.00","1699.00","951.44","229.99","133.05","229.99","137.60","229.99","133.05","199.99","140.00","199.99","140.00","199.99","140.00","199.99","140.00","239.99","139.99","179.99","125.99","199.99","140.00","199.99","140.00","199.99","140.00","229.99","134.16","3299.99","2309.99","199.99","135.52","239.99","146.08","229.99","136.43","199.99","140.00","4999.00","3016.64","799.90","528.24","229.99","133.05","4499000","3149300","72900.00","51030.00","199.99","140.00","229.99","133.05","199.99","140.00","2190.00","1226.40","229.99","129.83","199.99","140.00","229.99","132.23","349.99","213.04","199.99","140.00","199.99","115.96","199.99","140.00","229.99","129.83","199.99","140.00","199.99","140.00","229.99","136.43","649.90","454.93","9990.00","6993.00","31900.00","22330.00","949.99","540.64"
Franja 73,"1648.00","1153.60","239.99","136.58","209.99","147.00","209.99","147.00","1799.99","1007.99","74990","41333","779.99","545.99","3499000","2226636","239.99","138.84","739.90","517.93","779.99","519.99","209.99","147.00","18900.00","10947.26","3999.99","2434.78","209.99","147.00","249.99","141.12","249.99","145.83","239.99","135.12","249.99","145.83","209.99","147.00","239.99","139.99","209.99","147.00","329.99","209.99","1049.99","617.64","239.99","143.58","249.99","148.93","239.99","139.99","239.99","138.84","19490.00","11369.17","209.99","147.00","449.99","262.49","209.99","139.99","25400","17780","209.99","147.00","899.99","547.82","1149.90","804.93","2495.00","1397.20","298.98","195.59","239.99","137.70","249.99","145.83","239.99","139.99","289.99","202.99","209.99","147.00","209.99","147.00","210.00","136.49","209.99","147.00","259000","164818","189900","111706","209.99","147.00","1398.00","959.13","949900.00","558764.71","209.99","147.00","79990.00","55993.00","6200.00","4340.00","239.99","141.17","5490.00","3176.03","209.99","147.00","1999.99","1097.45","239.99","144.82","6890","4456","459900.00","321930.00","1799.00","1007.44","239.99","138.84","239.99","143.58","239.99","138.84","209.99","147.00","209.99","147.00","209.99","147.00","209.99","147.00","249.99","145.83","189.99","132.99","209.99","147.00","209.99","147.00","209.99","147.00","239.99","139.99","3499.99","2449.99","209.99","142.30","249.99","152.17","239.99","142.37","209.99","147.00","5299.00","3197.67","849.90","561.25","239.99","138.84","4799000","3359300","74900.00","52430.00","209.99","147.00","239.99","138.84","209.99","147.00","2290.00","1282.40","239.99","135.48","209.99","147.00","239.99","137.98","359.99","219.12","209.99","147.00","209.99","121.76","209.99","147.00","239.99","135.48","209.99","147.00","209.99","147.00","239.99","142.37","679.90","475.93","10490.00","7343.00","32900.00","23030.00","999.99","569.10"
Franja 74,"1688.00","1181.60","249.99","142.27","219.99","154.00","219.99","154.00","1899.99","1063.99","79990","44089","799.99","559.99","3599000","2290273","249.99","144.62","779.90","545.93","799.99","533.33","219.99","154.00","19900.00","11526.48","4199.99","2556.52","219.99","154.00","259.99","146.77","259.99","151.66","249.99","140.75","259.99","151.66","219.99","154.00","249.99","145.83","219.99","154.00","349.99","222.72","1099.99","647.05","249.99","149.57","259.99","154.89","249.99","145.83","249.99","144.62","19990.00","11660.83","219.99","154.00","479.99","279.99","219.99","146.66","27400","19180","219.99","154.00","949.99","578.25","1199.90","839.93","2595.00","1453.20","318.98","208.68","249.99","143.44","259.99","151.66","249.99","145.83","299.99","209.99","219.99","154.00","219.99","154.00","220.00","142.99","219.99","154.00","269000","171182","199900","117588","219.99","154.00","1448.00","993.43","999900.00","588176.48","219.99","154.00","84990.00","59493.00","6500.00","4550.00","249.99","147.05","5790.00","3349.59","219.99","154.00","2049.99","1124.89","249.99","150.86","7190","4650","479900.00","335930.00","1899.00","1063.44","249.99","144.62","249.99","149.57","249.99","144.62","219.99","154.00","219.99","154.00","219.99","154.00","219.99","154.00","259.99","151.66","199.99","139.99","219.99","154.00","219.99","154.00","219.99","154.00","249.99","145.83","3699.99","2589.99","219.99","149.07","259.99","158.25","249.99","148.30","219.99","154.00","5499.00","3318.36","899.90","594.27","249.99","144.62","4999000","3499300","79900.00","55930.00","219.99","154.00","249.99","144.62","219.99","154.00","2390.00","1338.40","249.99","141.12","219.99","154.00","249.99","143.73","379.99","231.30","219.99","154.00","219.99","127.56","219.99","154.00","249.99","141.12","219.99","154.00","219.99","154.00","249.99","148.30","699.90","489.93","10990.00","7693.00","34900.00","24430.00","1049.99","597.56"
Franja 75,"1788.00","1251.60","259.99","147.96","229.99","161.00","229.99","161.00","1949.99","1091.99","84990","46845","849.99","594.99","3699000","2353909","259.99","150.41","799.90","559.93","849.99","566.66","229.99","161.00","20900.00","12105.71","4399.99","2678.25","229.99","161.00","279.99","158.06","279.99","163.33","259.99","146.38","279.99","163.33","229.99","161.00","259.99","151.66","229.99","161.00","359.99","229.08","1149.99","676.46","259.99","155.55","279.99","166.80","259.99","151.66","259.99","150.41","21990.00","12827.50","229.99","161.00","499.99","291.66","229.99","153.33","28400","19880","229.99","161.00","979.99","596.52","1299.90","909.93","2795.00","1565.20","328.98","215.22","259.99","149.17","279.99","163.33","259.99","151.66","319.99","223.99","229.99","161.00","229.99","161.00","230.00","149.49","229.99","161.00","279000","177545","209900","123471","229.99","161.00","1498.00","1027.74","1099900.00","647000.01","229.99","161.00","89990.00","62993.00","6900.00","4830.00","259.99","152.94","5990.00","3465.29","229.99","161.00","2099.99","1152.33","259.99","156.89","7490","4844","499900.00","349930.00","1949.00","1091.44","259.99","150.41","259.99","155.55","259.99","150.41","229.99","161.00","229.99","161.00","229.99","161.00","229.99","161.00","279.99","163.33","209.99","146.99","229.99","161.00","229.99","161.00","229.99","161.00","259.99","151.66","3799.99","2659.99","229.99","155.85","279.99","170.43","259.99","154.23","229.99","161.00","5999.00","3620.09","949.90","627.29","259.99","150.41","5299000","3709300","82900.00","58030.00","229.99","161.00","259.99","150.41","229.99","161.00","2490.00","1394.40","259.99","146.77","229.99","161.00","259.99","149.48","399.99","243.47","229.99","161.00","229.99","133.36","229.99","161.00","259.99","146.77","229.99","161.00","229.99","161.00","259.99","154.23","749.90","524.93","11490.00","8043.00","35900.00","25130.00","1099.99","626.01"
Franja 76,"1848.00","1293.60","269.99","153.65","239.99","168.00","239.99","168.00","1999.99","1119.99","87990","48498","879.99","615.99","3899000","2481182","269.99","156.19","859.90","601.93","879.99","586.66","239.99","168.00","21500.00","12453.24","4499.99","2739.12","239.99","168.00","289.99","163.70","289.99","169.16","269.99","152.01","289.99","169.16","239.99","168.00","269.99","157.49","239.99","168.00","379.99","241.81","1199.99","705.88","269.99","161.53","289.99","172.76","269.99","157.49","269.99","156.19","22990.00","13410.83","239.99","168.00","529.99","309.16","239.99","159.99","29400","20580","239.99","168.00","999.99","608.69","1399.90","979.93","2895.00","1621.20","338.98","221.76","269.99","154.91","289.99","169.16","269.99","157.49","329.99","230.99","239.99","168.00","239.99","168.00","240.00","155.99","239.99","168.00","299000","190273","219900","129353","239.99","168.00","1598.00","1096.34","1199900.00","705823.54","239.99","168.00","94990.00","66493.00","7200.00","5040.00","269.99","158.82","6290.00","3638.84","239.99","168.00","2199.99","1207.20","269.99","162.93","7790","5038","529900.00","370930.00","1999.00","1119.44","269.99","156.19","269.99","161.53","269.99","156.19","239.99","168.00","239.99","168.00","239.99","168.00","239.99","168.00","289.99","169.16","219.99","153.99","239.99","168.00","239.99","168.00","239.99","168.00","269.99","157.49","3999.99","2799.99","239.99","162.63","289.99","176.52","269.99","160.16","239.99","168.00","6499.00","3921.81","999.90","660.31","269.99","156.19","5499000","3849300","84900.00","59430.00","239.99","168.00","269.99","156.19","239.99","168.00","2590.00","1450.40","269.99","152.41","239.99","168.00","269.99","155.23","429.99","261.73","239.99","168.00","239.99","139.15","239.99","168.00","269.99","152.41","239.99","168.00","239.99","168.00","269.99","160.16","799.90","559.93","11990.00","8393.00","36900.00","25830.00","1149.99","654.47"
Franja 77,"1888.00","1321.60","279.99","159.34","249.99","175.00","249.99","175.00","2299.99","1287.99","89990","49601","899.99","629.99","3999000","2544818","279.99","161.98","899.90","629.93","899.99","599.99","249.99","175.00","21900.00","12684.93","4799.99","2921.73","249.99","175.00","299.99","169.35","299.99","174.99","279.99","157.64","299.99","174.99","249.99","175.00","279.99","163.33","249.99","175.00","399.99","254.54","1249.99","735.29","279.99","167.52","299.99","178.72","279.99","163.33","279.99","161.98","24990.00","14577.50","249.99","175.00","549.99","320.83","249.99","166.66","30400","21280","249.99","175.00","1099.99","669.56","1499.90","1049.93","2995.00","1677.20","348.98","228.30","279.99","160.65","299.99","174.99","279.99","163.33","349.99","244.99","249.99","175.00","249.99","175.00","250.00","162.49","249.99","175.00","309000","196636","229900","135235","249.99","175.00","1648.00","1130.65","1299900.00","764647.07","249.99","175.00","99990.00","69993.00","7500.00","5250.00","279.99","164.70","6490.00","3754.55","249.99","175.00","2299.99","1262.07","279.99","168.96","8390","5426","549900.00","384930.00","2099.00","1175.44","279.99","161.98","279.99","167.52","279.99","161.98","249.99","175.00","249.99","175.00","249.99","175.00","249.99","175.00","299.99","174.99","229.99","160.99","249.99","175.00","249.99","175.00","249.99","175.00","279.99","163.33","4199.99","2939.99","249.99","169.40","299.99","182.60","279.99","166.10","249.99","175.00","6999.00","4223.53","1049.90","693.33","279.99","161.98","5799000","4059300","89900.00","62930.00","249.99","175.00","279.99","161.98","249.99","175.00","2690.00","1506.40","279.99","158.06","249.99","175.00","279.99","160.98","449.99","273.91","249.99","175.00","249.99","144.95","249.99","175.00","279.99","158.06","249.99","175.00","249.99","175.00","279.99","166.10","849.90","594.93","12490.00","8743.00","39900.00","27930.00","1199.99","682.92"
Franja 78,"2288.00","1601.60","329.99","187.80","299.99","210.00","299.99","210.00","2499.99","1399.99","99990","55113","1099.99","769.99","4999000","3181182","329.99","190.90","999.90","699.93","1099.99","733.33","299.99","210.00","27900.00","16160.25","5999.99","3652.17","299.99","210.00","349.99","197.58","349.99","204.16","329.99","185.79","349.99","204.16","299.99","210.00","329.99","192.49","299.99","210.00","499.99","318.18","1499.99","882.35","329.99","197.43","349.99","208.50","329.99","192.49","329.99","190.90","29990.00","17494.17","299.99","210.00","649.99","379.16","299.99","199.99","36800","25760","299.99","210.00","1299.99","791.30","1699.90","1189.93","3695.00","2069.20","448.98","293.73","329.99","189.34","349.99","204.16","329.99","192.49","399.99","279.99","299.99","210.00","299.99","210.00","300.00","194.99","299.99","210.00","369000","234818","269900","158765","299.99","210.00","1998.00","1370.77","1399900.00","823470.60","299.99","210.00","119990.00","83993.00","8900.00","6230.00","329.99","194.11","7990.00","4622.31","299.99","210.00","2799.99","1536.44","329.99","199.13","9990","6460","649900.00","454930.00","2499.00","1399.44","329.99","190.90","329.99","197.43","329.99","190.90","299.99","210.00","299.99","210.00","299.99","210.00","299.99","210.00","349.99","204.16","269.99","188.99","299.99","210.00","299.99","210.00","299.99","210.00","329.99","192.49","4799.99","3359.99","299.99","203.28","349.99","213.04","329.99","195.76","299.99","210.00","7999.00","4826.98","1299.90","858.42","329.99","190.90","6999000","4899300","99900.00","69930.00","299.99","210.00","329.99","190.90","299.99","210.00","3290.00","1842.40","329.99","186.28","299.99","210.00","329.99","189.73","499.99","304.34","299.99","210.00","299.99","173.94","299.99","210.00","329.99","186.28","299.99","210.00","299.99","210.00","329.99","195.76","999.90","699.93","14990.00","10493.00","44900.00","31430.00","1399.99","796.74"
Franja 79,"2688.00","1881.60","399.99","227.64","349.99","245.00","349.99","245.00","2999.99","1679.99","129990","71648","1299.99","909.99","5499000","3499364","399.99","231.40","1199.90","839.93","1299.99","866.66","349.99","245.00","29900.00","17318.69","6499.99","3956.52","349.99","245.00","399.99","225.80","399.99","233.33","399.99","225.20","399.99","233.33","349.99","245.00","399.99","233.33","349.99","245.00","549.99","349.99","1799.99","1058.82","399.99","239.31","399.99","238.29","399.99","233.33","399.99","231.40","32990.00","19244.17","349.99","245.00","749.99","437.49","349.99","233.33","43800","30660","349.99","245.00","1499.99","913.04","1999.90","1399.93","4295.00","2405.20","488.98","319.89","399.99","229.50","399.99","233.33","399.99","233.33","499.99","349.99","349.99","245.00","349.99","245.00","350.00","227.48","349.99","245.00","450000","286364","299900","176412","349.99","245.00","2298.00","1576.60","1499900.00","882294.13","349.99","245.00","139990.00","97993.00","10900.00","7630.00","399.99","235.29","8990.00","5200.83","349.99","245.00","3299.99","1810.80","399.99","241.37","11900","7695","749900.00","524930.00","2999.00","1679.44","399.99","231.40","399.99","239.31","399.99","231.40","349.99","245.00","349.99","245.00","349.99","245.00","349.99","245.00","399.99","233.33","329.99","230.99","349.99","245.00","349.99","245.00","349.99","245.00","399.99","233.33","5499.99","3849.99","349.99","237.17","399.99","243.47","399.99","237.28","349.99","245.00","8999.00","5430.43","1499.90","990.50","399.99","231.40","7999000","5599300","129900.00","90930.00","349.99","245.00","399.99","231.40","349.99","245.00","3790.00","2122.40","399.99","225.80","349.99","245.00","399.99","229.98","599.99","365.21","349.99","245.00","349.99","202.94","349.99","245.00","399.99","225.80","349.99","245.00","349.99","245.00","399.99","237.28","1099.90","769.93","17490.00","12243.00","54900.00","38430.00","1699.99","967.47"
Franja 80,"3088.00","2161.60","449.99","256.09","399.99","280.00","399.99","280.00","3499.99","1959.99","149990","82672","1499.99","1049.99","6599000","4199364","449.99","260.32","1399.90","979.93","1499.99","999.99","399.99","280.00","34900.00","20214.79","7499.99","4565.21","399.99","280.00","449.99","254.03","449.99","262.49","449.99","253.35","449.99","262.49","399.99","280.00","449.99","262.49","399.99","280.00","599.99","381.81","1999.99","1176.46","449.99","269.22","449.99","268.08","449.99","262.49","449.99","260.32","37990.00","22160.83","399.99","280.00","899.99","524.99","399.99","266.66","49800","34860","399.99","280.00","1799.99","1095.65","2299.90","1609.93","4995.00","2797.20","588.98","385.31","449.99","258.19","449.99","262.49","449.99","262.49","549.99","384.99","399.99","280.00","399.99","280.00","400.00","259.98","399.99","280.00","490000","311818","349900","205824","399.99","280.00","2598.00","1782.42","1799900.00","1058764.72","399.99","280.00","149990.00","104993.00","11900.00","8330.00","449.99","264.70","9990.00","5779.34","399.99","280.00","3799.99","2085.16","449.99","271.55","12900","8342","899900.00","629930.00","3499.00","1959.44","449.99","260.32","449.99","269.22","449.99","260.32","399.99","280.00","399.99","280.00","399.99","280.00","399.99","280.00","449.99","262.49","349.99","244.99","399.99","280.00","399.99","280.00","399.99","280.00","449.99","262.49","6499.99","4549.99","399.99","271.05","449.99","273.91","449.99","266.94","399.99","280.00","9999.00","6033.88","1699.90","1122.58","449.99","260.32","8999000","6299300","139900.00","97930.00","399.99","280.00","449.99","260.32","399.99","280.00","4290.00","2402.40","449.99","254.03","399.99","280.00","449.99","258.73","699.99","426.08","399.99","280.00","399.99","231.93","399.99","280.00","449.99","254.03","399.99","280.00","399.99","280.00","449.99","266.94","1299.90","909.93","19990.00","13993.00","59900.00","41930.00","1899.99","1081.30"
Franja 81,"3488.00","2441.60","499.99","284.55","449.99","315.00","449.99","315.00","3999.99","2239.99","169990","93695","1599.99","1119.99","7399000","4708455","499.99","289.25","1599.90","1119.93","1599.99","1066.66","449.99","315.00","39900.00","23110.89","8499.99","5173.91","449.99","315.00","499.99","282.25","499.99","291.66","499.99","281.50","499.99","291.66","449.99","315.00","499.99","291.66","449.99","315.00","699.99","445.45","2299.99","1352.94","499.99","299.14","499.99","297.87","499.99","291.66","499.99","289.25","39990.00","23327.50","449.99","315.00","999.99","583.33","449.99","299.99","55800","39060","449.99","315.00","1999.99","1217.39","2499.90","1749.93","5495.00","3077.20","648.98","424.57","499.99","286.88","499.99","291.66","499.99","291.66","599.99","419.99","449.99","315.00","449.99","315.00","450.00","292.48","449.99","315.00","550000","350000","399900","235235","449.99","315.00","2998.00","2056.85","1999900.00","1176411.78","449.99","315.00","179990.00","125993.00","13900.00","9730.00","499.99","294.11","11990.00","6936.36","449.99","315.00","3999.99","2194.91","499.99","301.72","14900","9635","999900.00","699930.00","3999.00","2239.44","499.99","289.25","499.99","299.14","499.99","289.25","449.99","315.00","449.99","315.00","449.99","315.00","449.99","315.00","499.99","291.66","399.99","279.99","449.99","315.00","449.99","315.00","449.99","315.00","499.99","291.66","7499.99","5249.99","449.99","304.93","499.99","304.34","499.99","296.60","449.99","315.00","10999.00","6637.33","1799.90","1188.61","499.99","289.25","9999000","6999300","149900.00","104930.00","449.99","315.00","499.99","289.25","449.99","315.00","4790.00","2682.40","499.99","282.25","449.99","315.00","499.99","287.47","799.99","486.95","449.99","315.00","449.99","260.92","449.99","315.00","499.99","282.25","449.99","315.00","449.99","315.00","499.99","296.60","1499.90","1049.93","22490.00","15743.00","69900.00","48930.00","1999.99","1138.21"
Franja 82,"3888.00","2721.60","599.99","341.46","499.99","350.00","499.99","350.00","4499.99","2519.99","179990","99207","1799.99","1259.99","7999000","5090273","599.99","347.10","1799.90","1259.93","1799.99","1199.99","499.99","350.00","44900.00","26006.99","9499.99","5782.60","499.99","350.00","599.99","338.70","599.99","349.99","599.99","337.81","599.99","349.99","499.99","350.00","599.99","349.99","499.99","350.00","799.99","509.08","2499.99","1470.58","599.99","358.97","599.99","357.44","599.99","349.99","599.99","347.10","44990.00","26244.17","499.99","350.00","1099.99","641.66","499.99","333.33","59800","41860","499.99","350.00","2199.99","1339.12","2999.90","2099.93","5995.00","3357.20","688.98","450.73","599.99","344.26","599.99","349.99","599.99","349.99","699.99","489.99","499.99","350.00","499.99","350.00","500.00","324.98","499.99","350.00","590000","375455","449900","264647","499.99","350.00","3298.00","2262.67","2299900.00","1352882.37","499.99","350.00","199990.00","139993.00","14900.00","10430.00","599.99","352.94","13990.00","8093.39","499.99","350.00","4999.99","2743.64","599.99","362.06","16900","10929","1099900.00","769930.00","4499.00","2519.44","599.99","347.10","599.99","358.97","599.99","347.10","499.99","350.00","499.99","350.00","499.99","350.00","499.99","350.00","599.99","349.99","449.99","314.99","499.99","350.00","499.99","350.00","499.99","350.00","599.99","349.99","8499.99","5949.99","499.99","338.81","599.99","365.21","599.99","355.93","499.99","350.00","12999.00","7844.22","1999.90","1320.69","599.99","347.10","10999000","7699300","199900.00","139930.00","499.99","350.00","599.99","347.10","499.99","350.00","5490.00","3074.40","599.99","338.70","499.99","350.00","599.99","344.97","899.99","547.82","499.99","350.00","499.99","289.91","499.99","350.00","599.99","338.70","499.99","350.00","499.99","350.00","599.99","355.93","1699.90","1189.93","24990.00","17493.00","79900.00","55930.00","2299.99","1308.94"
